LSOA Code,nc_atmn_2021,nc_sprng_2021,nc_smmr_2021,nc_wntr_2021,nc_wntr_2022
E01000572,41.17,6.4,40.69,79.65,7.69
E01000573,48.2,7.5,47.63,93.24,9.01
E01000574,42.97,6.68,42.47,83.14,8.03
E01000575,59.06,9.19,58.37,114.25,11.04
E01000576,50.96,7.93,50.36,98.58,9.52
E01000577,72.84,11.33,71.98,140.9,13.61
E01000578,64.82,10.08,64.06,125.4,12.11
E01000579,45.26,7.04,44.73,87.55,8.46
E01000580,61.13,9.51,60.42,118.26,11.42
E01000581,41.53,6.46,41.05,80.35,7.76
E01000582,50.72,7.89,50.12,98.11,9.48
E01000583,61.88,9.63,61.16,119.71,11.56
E01000584,48.65,7.57,48.08,94.11,9.09
E01000585,50.24,7.81,49.65,97.19,9.39
E01000586,76.26,11.86,75.36,147.52,14.25
E01000587,46.91,7.3,46.36,90.74,8.77
E01000588,75.75,11.78,74.86,146.53,14.15
E01000589,64.64,10.06,63.89,125.05,12.08
E01000590,52.43,8.16,51.82,101.42,9.8
E01000591,64.46,10.03,63.71,124.7,12.05
E01000592,46.25,7.19,45.71,89.46,8.64
E01000593,64.04,9.96,63.29,123.89,11.97
E01000594,52.52,8.17,51.9,101.6,9.81
E01000595,48.77,7.59,48.2,94.34,9.11
E01000596,51.5,8.01,50.9,99.62,9.62
E01000599,37.39,5.82,36.96,72.34,6.99
E01000600,110.53,17.19,109.24,213.82,20.65
E01000601,42.25,6.57,41.76,81.74,7.9
E01000602,44.6,6.94,44.07,86.27,8.33
E01000603,46.16,7.18,45.62,89.29,8.62
E01000604,50.87,7.91,50.27,98.4,9.51
E01000605,48.08,7.48,47.51,93.01,8.98
E01000606,49.7,7.73,49.12,96.14,9.29
E01000607,67.25,10.46,66.47,130.1,12.57
E01000608,72.21,11.23,71.36,139.68,13.49
E01000609,57.8,8.99,57.12,111.82,10.8
E01000610,64.07,9.97,63.32,123.95,11.97
E01000611,48.92,7.61,48.35,94.63,9.14
E01000612,49.43,7.69,48.85,95.62,9.24
E01000613,54.47,8.47,53.83,105.37,10.18
E01000615,62.27,9.69,61.54,120.47,11.64
E01000616,54.74,8.51,54.1,105.89,10.23
E01000617,51.89,8.07,51.28,100.38,9.7
E01000618,42.76,6.65,42.26,82.73,7.99
E01000619,41.86,6.51,41.38,80.99,7.82
E01000620,50.48,7.85,49.89,97.65,9.43
E01000621,52.58,8.18,51.96,101.71,9.83
E01000622,49.31,7.67,48.73,95.39,9.21
E01000623,50.66,7.88,50.07,98.0,9.47
E01000624,53.03,8.25,52.41,102.58,9.91
E01000625,47.06,7.32,46.51,91.03,8.79
E01000626,44.84,6.97,44.31,86.74,8.38
E01000627,59.72,9.29,59.02,115.53,11.16
E01000628,57.47,8.94,56.8,111.18,10.74
E01000629,60.2,9.36,59.5,116.46,11.25
E01000630,82.41,12.82,81.45,159.42,15.4
E01000631,64.46,10.03,63.71,124.7,12.05
E01000632,71.42,11.11,70.59,138.17,13.35
E01000633,70.76,11.01,69.94,136.9,13.22
E01000634,80.07,12.45,79.13,154.89,14.96
E01000635,90.54,14.08,89.48,175.15,16.92
E01000636,67.04,10.43,66.26,129.7,12.53
E01000637,53.18,8.27,52.56,102.88,9.94
E01000638,66.26,10.31,65.49,128.19,12.38
E01000639,59.63,9.28,58.93,115.36,11.14
E01000640,80.4,12.51,79.46,155.53,15.02
E01000641,63.68,9.91,62.94,123.19,11.9
E01000642,75.63,11.76,74.74,146.3,14.13
E01000643,70.25,10.93,69.43,135.91,13.13
E01000644,62.36,9.7,61.63,120.64,11.65
E01000645,55.94,3.8,42.59,77.78,12.27
E01000646,68.67,4.66,52.27,95.48,15.07
E01000647,63.82,4.33,48.58,88.74,14.0
E01000648,68.55,4.66,52.19,95.32,15.04
E01000649,75.86,5.15,57.75,105.49,16.64
E01000650,74.35,5.05,56.6,103.38,16.31
E01000651,63.06,4.28,48.01,87.69,13.84
E01000652,60.03,4.08,45.7,83.47,13.17
E01000653,60.26,4.09,45.87,83.79,13.22
E01000654,46.47,3.16,35.38,64.62,10.2
E01000655,47.34,3.22,36.04,65.83,10.39
E01000656,56.13,3.81,42.73,78.05,12.31
E01000657,58.52,3.97,44.55,81.37,12.84
E01000658,45.79,3.11,34.86,63.67,10.05
E01000659,55.45,3.77,42.21,77.1,12.17
E01000661,103.59,7.04,78.86,144.04,22.73
E01000662,70.9,4.82,53.97,98.59,15.56
E01000663,63.1,4.29,48.03,87.74,13.84
E01000664,63.02,4.28,47.98,87.63,13.83
E01000665,72.04,4.89,54.84,100.17,15.8
E01000666,70.18,4.77,53.43,97.59,15.4
E01000667,60.52,4.11,46.07,84.16,13.28
E01000668,79.88,5.43,60.81,111.07,17.52
E01000669,63.67,4.32,48.47,88.53,13.97
E01000670,82.34,5.59,62.68,114.49,18.06
E01000671,88.63,6.02,67.47,123.23,19.44
E01000672,65.79,4.47,50.08,91.48,14.43
E01000673,60.83,4.13,46.3,84.58,13.35
E01000674,68.74,4.67,52.33,95.58,15.08
E01000675,93.4,6.34,71.1,129.87,20.49
E01000676,84.42,5.73,64.27,117.39,18.52
E01000677,74.31,5.05,56.57,103.33,16.3
E01000678,73.59,5.0,56.02,102.33,16.15
E01000679,67.23,4.57,51.18,93.48,14.75
E01000680,62.12,4.22,47.28,86.37,13.63
E01000681,68.63,4.66,52.24,95.43,15.06
E01000682,60.15,4.09,45.79,83.63,13.2
E01000683,61.32,4.16,46.68,85.26,13.45
E01000684,82.38,5.6,62.71,114.54,18.07
E01000685,59.27,4.03,45.12,82.42,13.0
E01000686,58.33,3.96,44.4,81.1,12.8
E01000687,61.81,4.2,47.05,85.95,13.56
E01000688,52.76,3.58,40.16,73.36,11.58
E01000689,55.34,3.76,42.12,76.94,12.14
E01000690,53.21,3.61,40.51,73.99,11.67
E01000691,62.12,4.22,47.28,86.37,13.63
E01000692,60.75,4.13,46.25,84.47,13.33
E01000693,62.72,4.26,47.75,87.21,13.76
E01000694,84.31,5.73,64.18,117.23,18.5
E01000695,62.04,4.21,47.23,86.26,13.61
E01000696,57.91,3.93,44.08,80.52,12.71
E01000697,66.58,4.52,50.69,92.58,14.61
E01000698,42.12,2.86,32.06,58.56,9.24
E01000699,59.96,4.07,45.64,83.37,13.15
E01000700,60.83,4.13,46.3,84.58,13.35
E01000701,53.48,3.63,40.71,74.36,11.73
E01000702,56.62,3.85,43.1,78.73,12.42
E01000703,66.55,4.52,50.66,92.53,14.6
E01000704,53.86,3.66,41.0,74.89,11.82
E01000705,52.04,3.53,39.62,72.36,11.42
E01000706,52.65,3.58,40.08,73.2,11.55
E01000707,59.24,4.02,45.09,82.37,13.0
E01000708,65.22,4.43,49.65,90.69,14.31
E01000709,52.61,3.57,40.05,73.15,11.54
E01000710,85.6,5.81,65.16,119.02,18.78
E01000711,78.93,5.36,60.09,109.75,17.32
E01000712,70.6,4.8,53.74,98.17,15.49
E01000713,71.17,4.83,54.18,98.96,15.61
E01000714,89.2,6.06,67.9,124.02,19.57
E01000715,66.89,4.54,50.92,93.0,14.67
E01000716,62.23,4.23,47.37,86.53,13.65
E01000717,66.55,4.52,50.66,92.53,14.6
E01000718,85.26,5.79,64.9,118.55,18.7
E01000719,81.36,5.53,61.93,113.12,17.85
E01000720,69.58,4.73,52.96,96.74,15.26
E01000721,58.97,4.01,44.89,82.0,12.94
E01000722,69.08,4.69,52.59,96.06,15.16
E01000723,45.11,3.06,34.34,62.72,9.9
E01000724,74.01,5.03,56.34,102.91,16.24
E01000725,69.12,4.69,52.62,96.11,15.16
E01000726,48.1,3.27,36.62,66.88,10.55
E01000727,64.5,4.38,49.1,89.69,14.15
E01000728,61.05,4.15,46.48,84.89,13.39
E01000729,78.21,5.31,59.54,108.75,17.16
E01000730,69.42,4.72,52.85,96.53,15.23
E01000731,56.89,3.86,43.31,79.1,12.48
E01000732,54.69,3.71,41.63,76.05,12.0
E01000733,63.33,4.3,48.21,88.05,13.89
E01000734,53.44,3.63,40.68,74.31,11.72
E01000735,58.48,3.97,44.52,81.31,12.83
E01000736,63.21,4.29,48.12,87.9,13.87
E01000737,52.04,3.53,39.62,72.36,11.42
E01000738,62.65,4.25,47.69,87.11,13.74
E01000739,63.97,4.34,48.7,88.95,14.03
E01000740,92.53,6.28,70.44,128.66,20.3
E01000741,71.96,4.89,54.78,100.06,15.79
E01000742,89.73,6.09,68.3,124.76,19.69
E01000743,73.74,5.01,56.14,102.54,16.18
E01000744,60.56,4.11,46.1,84.21,13.29
E01000745,79.23,5.38,60.32,110.17,17.38
E01000746,82.3,5.59,62.65,114.44,18.06
E01000747,77.83,5.29,59.25,108.22,17.08
E01000748,59.16,4.02,45.04,82.26,12.98
E01000749,63.67,4.32,48.47,88.53,13.97
E01000750,54.54,3.7,41.52,75.84,11.97
E01000751,82.95,5.63,63.14,115.33,18.2
E01000752,65.6,4.46,49.94,91.21,14.39
E01000753,72.11,4.9,54.9,100.27,15.82
E01000754,65.79,4.47,50.08,91.48,14.43
E01000755,58.06,3.94,44.2,80.73,12.74
E01000756,62.12,4.22,47.28,86.37,13.63
E01000757,59.24,4.02,45.09,82.37,13.0
E01000758,55.41,3.76,42.18,77.05,12.16
E01000759,59.8,4.06,45.53,83.16,13.12
E01000760,58.29,3.96,44.37,81.05,12.79
E01000761,58.74,3.99,44.72,81.68,12.89
E01000762,64.35,4.37,48.99,89.48,14.12
E01000763,53.93,3.66,41.06,74.99,11.83
E01000764,66.36,4.51,50.51,92.27,14.56
E01000765,68.67,4.66,52.27,95.48,15.07
E01000766,68.18,4.63,51.9,94.79,14.96
E01000767,59.2,4.02,45.06,82.31,12.99
E01000768,56.66,3.85,43.13,78.79,12.43
E01000769,54.73,3.72,41.66,76.1,12.01
E01000770,56.77,3.86,43.22,78.94,12.46
E01000771,68.48,4.65,52.13,95.22,15.02
E01000772,60.33,4.1,45.93,83.89,13.24
E01000773,61.4,4.17,46.74,85.37,13.47
E01000774,56.24,3.82,42.82,78.21,12.34
E01000775,88.7,6.02,67.53,123.34,19.46
E01000777,60.41,4.1,45.99,84.0,13.25
E01000778,60.98,4.14,46.42,84.79,13.38
E01000779,49.09,3.33,37.37,68.25,10.77
E01000780,59.65,4.05,45.41,82.95,13.09
E01000781,59.12,4.02,45.01,82.21,12.97
E01000782,61.02,4.14,46.45,84.84,13.39
E01000783,68.89,4.68,52.45,95.8,15.11
E01000784,61.51,4.18,46.82,85.53,13.49
E01000785,60.75,4.13,46.25,84.47,13.33
E01000786,55.94,3.8,42.59,77.78,12.27
E01000787,55.71,3.78,42.41,77.47,12.22
E01000788,58.86,4.0,44.81,81.84,12.91
E01000789,76.89,5.22,58.53,106.91,16.87
E01000790,94.42,6.41,71.88,131.29,20.72
E01000791,54.69,3.71,41.63,76.05,12.0
E01000792,56.06,3.81,42.67,77.94,12.3
E01000793,53.74,3.65,40.91,74.73,11.79
E01000794,58.97,4.01,44.89,82.0,12.94
E01000795,52.68,3.58,40.11,73.26,11.56
E01000796,62.87,4.27,47.86,87.42,13.79
E01000797,64.05,4.35,48.76,89.05,14.05
E01000798,58.97,4.01,44.89,82.0,12.94
E01000799,71.13,4.83,54.15,98.9,15.61
E01000800,70.67,4.8,53.8,98.27,15.51
E01000801,62.38,4.24,47.49,86.74,13.69
E01000802,68.1,4.63,51.84,94.69,14.94
E01000803,64.84,4.4,49.36,90.16,14.23
E01000804,58.9,4.0,44.83,81.89,12.92
E01000805,68.67,4.66,52.27,95.48,15.07
E01000806,75.26,5.11,57.29,104.64,16.51
E01000807,62.3,4.23,47.43,86.63,13.67
E01000808,60.18,4.09,45.81,83.68,13.2
E01000809,57.04,3.87,43.42,79.31,12.51
E01000810,57.04,3.87,43.42,79.31,12.51
E01000811,51.28,3.48,39.04,71.31,11.25
E01000812,59.65,4.05,45.41,82.95,13.09
E01000813,62.49,4.24,47.57,86.9,13.71
E01000814,53.67,3.65,40.86,74.62,11.77
E01000815,58.02,3.94,44.17,80.68,12.73
E01000816,57.99,3.94,44.14,80.63,12.72
E01000818,61.58,4.18,46.88,85.63,13.51
E01000819,66.28,4.5,50.46,92.16,14.54
E01000820,63.1,4.29,48.03,87.74,13.84
E01000822,65.9,4.48,50.17,91.64,14.46
E01000823,66.36,4.51,50.51,92.27,14.56
E01000824,51.78,3.52,39.41,71.99,11.36
E01000825,66.43,4.51,50.57,92.37,14.57
E01000826,60.41,4.1,45.99,84.0,13.25
E01000827,75.52,5.13,57.49,105.01,16.57
E01000828,67.57,4.59,51.44,93.95,14.82
E01000829,71.58,4.86,54.49,99.53,15.7
E01000830,58.44,3.97,44.49,81.26,12.82
E01000831,66.96,4.55,50.98,93.11,14.69
E01000832,55.37,3.76,42.15,76.99,12.15
E01000833,52.99,3.6,40.34,73.68,11.62
E01000834,50.53,3.43,38.46,70.25,11.08
E01000835,65.37,4.44,49.76,90.9,14.34
E01000836,53.21,3.61,40.51,73.99,11.67
E01000837,58.29,3.96,44.37,81.05,12.79
E01000838,54.5,3.7,41.49,75.78,11.96
E01000839,52.91,3.59,40.28,73.57,11.61
E01000840,55.49,3.77,42.24,77.15,12.17
E01000841,63.63,4.32,48.44,88.48,13.96
E01000842,49.03,4.3,51.74,62.55,11.07
E01000843,52.23,4.58,55.12,66.64,11.79
E01000844,56.93,4.99,60.08,72.63,12.85
E01000845,50.86,4.46,53.68,64.9,11.48
E01000846,45.38,3.98,47.89,57.9,10.24
E01000847,53.38,4.68,56.34,68.11,12.05
E01000848,57.74,5.06,60.94,73.67,13.03
E01000849,51.62,4.52,54.48,65.87,11.65
E01000850,63.46,5.56,66.97,80.97,14.33
E01000851,69.79,6.12,73.65,89.04,15.75
E01000852,56.45,4.95,59.58,72.03,12.74
E01000853,46.87,4.11,49.47,59.81,10.58
E01000854,55.43,4.86,58.5,70.72,12.51
E01000855,46.11,4.04,48.67,58.84,10.41
E01000856,51.7,4.53,54.56,65.97,11.67
E01000857,44.72,3.92,47.2,57.06,10.1
E01000858,57.35,5.03,60.52,73.17,12.95
E01000859,49.87,4.37,52.63,63.62,11.26
E01000860,39.66,3.48,41.85,50.6,8.95
E01000861,44.8,3.93,47.28,57.16,10.11
E01000862,52.31,4.58,55.2,66.74,11.81
E01000863,52.57,4.61,55.48,67.07,11.87
E01000864,50.78,4.45,53.6,64.8,11.46
E01000865,51.81,4.54,54.68,66.1,11.7
E01000866,76.66,6.72,80.91,97.81,17.31
E01000867,55.64,4.88,58.72,70.99,12.56
E01000868,51.36,4.5,54.2,65.53,11.59
E01000869,64.54,5.66,68.11,82.34,14.57
E01000870,50.86,4.46,53.68,64.9,11.48
E01000871,56.9,4.99,60.05,72.6,12.84
E01000872,61.23,5.37,64.62,78.12,13.82
E01000873,52.6,4.61,55.51,67.11,11.87
E01000874,52.6,4.61,55.51,67.11,11.87
E01000875,51.99,4.56,54.87,66.34,11.74
E01000876,61.34,5.38,64.73,78.26,13.85
E01000877,52.49,4.6,55.4,66.97,11.85
E01000878,70.76,6.2,74.67,90.28,15.97
E01000879,46.53,4.08,49.11,59.37,10.5
E01000880,54.72,4.8,57.75,69.82,12.35
E01000881,58.84,5.16,62.1,75.08,13.28
E01000882,54.54,4.78,57.56,69.58,12.31
E01000883,52.46,4.6,55.37,66.94,11.84
E01000884,50.97,4.47,53.79,65.03,11.51
E01000885,48.5,4.25,51.19,61.88,10.95
E01000886,47.24,4.14,49.86,60.28,10.66
E01000887,47.06,4.12,49.66,60.04,10.62
E01000888,49.45,4.33,52.18,63.09,11.16
E01000889,58.16,5.1,61.38,74.21,13.13
E01000890,46.98,4.12,49.58,59.94,10.6
E01000891,46.45,4.07,49.03,59.27,10.49
E01000892,63.23,5.54,66.72,80.67,14.27
E01000893,48.87,4.28,51.57,62.35,11.03
E01000894,45.96,4.03,48.5,58.63,10.37
E01000895,54.51,4.78,57.53,69.55,12.31
E01000896,55.54,4.87,58.61,70.86,12.54
E01000897,53.78,4.71,56.75,68.61,12.14
E01000898,62.41,5.47,65.87,79.63,14.09
E01000899,57.14,5.01,60.3,72.9,12.9
E01000900,55.77,4.89,58.86,71.16,12.59
E01000901,74.46,6.53,78.58,95.0,16.81
E01000902,45.04,3.95,47.53,57.46,10.17
E01000903,47.16,4.13,49.77,60.18,10.65
E01000904,73.67,6.46,77.75,94.0,16.63
E01000905,59.97,5.26,63.29,76.52,13.54
E01000906,46.17,4.05,48.72,58.9,10.42
E01000907,44.56,3.91,47.03,56.86,10.06
E01000908,52.23,4.58,55.12,66.64,11.79
E01000909,49.81,4.37,52.57,63.56,11.24
E01000910,46.98,4.12,49.58,59.94,10.6
E01000911,47.45,4.16,50.08,60.54,10.71
E01000912,50.65,4.44,53.46,64.63,11.43
E01000913,51.52,4.52,54.37,65.73,11.63
E01000914,65.93,5.78,69.58,84.12,14.88
E01000915,46.35,4.06,48.91,59.14,10.46
E01000916,69.24,6.07,73.07,88.34,15.63
E01000917,62.67,5.49,66.14,79.97,14.15
E01000918,66.14,5.8,69.8,84.39,14.93
E01000919,59.34,5.2,62.62,75.71,13.4
E01000920,62.7,5.5,66.17,80.0,14.15
E01000921,64.27,5.63,67.83,82.01,14.51
E01000922,54.41,4.77,57.42,69.42,12.28
E01000923,44.88,3.93,47.36,57.26,10.13
E01000924,54.41,4.77,57.42,69.42,12.28
E01000925,45.06,3.95,47.56,57.5,10.17
E01000926,55.09,4.83,58.14,70.29,12.44
E01000927,55.85,4.9,58.94,71.26,12.61
E01000928,55.46,4.86,58.53,70.76,12.52
E01000929,62.02,5.44,65.45,79.13,14.0
E01000930,65.3,5.72,68.91,83.31,14.74
E01000931,65.46,5.74,69.08,83.52,14.78
E01000932,55.59,4.87,58.66,70.92,12.55
E01000933,59.08,5.18,62.35,75.38,13.34
E01000934,49.5,4.34,52.24,63.16,11.17
E01000935,41.18,3.61,43.46,52.54,9.3
E01000936,54.83,4.81,57.86,69.95,12.38
E01000937,65.06,5.7,68.66,83.01,14.69
E01000938,57.06,5.0,60.22,72.8,12.88
E01000939,42.75,3.75,45.12,54.55,9.65
E01000940,42.7,3.74,45.06,54.48,9.64
E01000941,35.9,3.15,37.89,45.81,8.1
E01000942,66.27,5.81,69.94,84.55,14.96
E01000943,32.7,2.87,34.51,41.72,7.38
E01000944,59.94,5.25,63.26,76.48,13.53
E01000945,49.42,4.33,52.16,63.05,11.16
E01000946,61.39,5.38,64.79,78.32,13.86
E01000947,61.89,5.42,65.31,78.96,13.97
E01000948,53.88,4.72,56.86,68.75,12.16
E01000949,51.47,4.51,54.32,65.67,11.62
E01000950,34.43,3.02,36.34,43.93,7.77
E01000951,50.55,4.43,53.35,64.49,11.41
E01000952,50.84,4.46,53.65,64.86,11.48
E01000953,109.94,9.64,116.03,140.27,24.82
E01000954,52.23,4.58,55.12,66.64,11.79
E01000955,49.47,4.34,52.21,63.12,11.17
E01000956,56.24,4.93,59.36,71.76,12.7
E01000957,45.75,4.01,48.28,58.37,10.33
E01000958,103.72,9.09,109.46,132.34,23.41
E01000959,50.02,4.38,52.79,63.83,11.29
E01000960,61.2,5.36,64.59,78.09,13.82
E01000961,56.35,4.94,59.47,71.9,12.72
E01000962,52.67,4.62,55.59,67.21,11.89
E01000963,79.73,6.99,84.15,101.73,18.0
E01000964,51.28,4.49,54.12,65.43,11.58
E01000965,54.93,4.81,57.97,70.09,12.4
E01000966,49.24,4.32,51.96,62.82,11.11
E01000967,49.6,4.35,52.35,63.29,11.2
E01000968,48.74,4.27,51.43,62.18,11.0
E01000969,65.8,5.77,69.44,83.95,14.85
E01000970,50.73,4.45,53.54,64.73,11.45
E01000971,47.45,4.16,50.08,60.54,10.71
E01000972,66.48,5.83,70.16,84.82,15.01
E01000973,88.55,7.76,93.45,112.98,19.99
E01000974,56.27,4.93,59.38,71.79,12.7
E01000975,70.19,7.11,65.71,121.16,15.31
E01000976,68.21,6.91,63.85,117.74,14.87
E01000977,62.72,6.35,58.72,108.27,13.68
E01000978,60.64,6.14,56.77,104.67,13.22
E01000979,59.32,6.01,55.53,102.39,12.93
E01000980,42.04,4.26,39.35,72.56,9.17
E01000981,58.2,5.9,54.48,100.45,12.69
E01000982,53.74,5.44,50.3,92.75,11.72
E01000983,57.37,5.81,53.71,99.03,12.51
E01000984,65.47,6.63,61.29,113.0,14.28
E01000985,47.26,4.79,44.24,81.57,10.3
E01000986,56.78,5.75,53.15,98.0,12.38
E01000987,44.42,4.5,41.58,76.67,9.68
E01000989,55.98,5.67,52.41,96.63,12.21
E01000990,47.39,4.8,44.36,81.8,10.33
E01000991,54.86,5.56,51.36,94.69,11.96
E01000992,63.91,6.48,59.83,110.32,13.94
E01000993,56.71,5.75,53.09,97.89,12.37
E01000994,50.53,5.12,47.3,87.22,11.02
E01000995,56.64,5.74,53.03,97.77,12.35
E01000996,39.29,3.98,36.78,67.82,8.57
E01000997,46.1,4.67,43.16,79.58,10.05
E01000998,52.91,5.36,49.53,91.33,11.54
E01000999,43.72,4.43,40.93,75.47,9.53
E01001000,50.53,5.12,47.3,87.22,11.02
E01001001,43.92,4.45,41.12,75.81,9.58
E01001002,46.89,4.75,43.9,80.94,10.23
E01001003,54.99,5.57,51.48,94.92,11.99
E01001004,73.33,7.43,68.65,126.58,15.99
E01001005,56.15,5.69,52.56,96.92,12.24
E01001006,54.33,5.5,50.86,93.78,11.85
E01001007,66.89,6.78,62.62,115.46,14.59
E01001008,55.62,5.64,52.07,96.0,12.13
E01001009,66.72,6.76,62.46,115.17,14.55
E01001010,56.35,5.71,52.75,97.26,12.29
E01001011,78.16,7.92,73.17,134.91,17.04
E01001012,69.56,7.05,65.12,120.08,15.17
E01001013,71.35,7.23,66.79,123.16,15.56
E01001014,150.4,15.24,140.79,259.61,32.79
E01001015,49.27,4.99,46.13,85.05,10.74
E01001016,57.87,5.86,54.17,99.88,12.62
E01001017,52.31,5.3,48.97,90.3,11.41
E01001018,53.11,5.38,49.72,91.67,11.58
E01001019,49.11,4.98,45.97,84.77,10.71
E01001020,54.92,5.56,51.42,94.81,11.98
E01001021,46.2,4.68,43.25,79.75,10.07
E01001022,46.3,4.69,43.34,79.92,10.1
E01001023,67.38,6.83,63.08,116.31,14.69
E01001024,43.69,4.43,40.9,75.41,9.53
E01001025,41.28,4.18,38.64,71.25,9.0
E01001026,62.39,6.32,58.41,107.7,13.61
E01001027,75.81,7.68,70.97,130.86,16.53
E01001028,51.72,5.24,48.42,89.27,11.28
E01001029,54.36,5.51,50.89,93.84,11.85
E01001030,45.9,4.65,42.97,79.23,10.01
E01001031,47.69,4.83,44.64,82.31,10.4
E01001032,46.86,4.75,43.87,80.89,10.22
E01001033,57.27,5.8,53.61,98.86,12.49
E01001034,53.27,5.4,49.87,91.95,11.62
E01001035,63.78,6.46,59.71,110.09,13.91
E01001036,51.42,5.21,48.14,88.76,11.21
E01001037,49.31,5.0,46.16,85.11,10.75
E01001038,64.51,6.54,60.39,111.35,14.07
E01001039,50.66,5.13,47.43,87.45,11.05
E01001040,60.64,6.14,56.77,104.67,13.22
E01001041,63.42,6.43,59.37,109.47,13.83
E01001042,75.18,7.62,70.38,129.77,16.39
E01001043,132.95,13.47,124.46,229.49,28.99
E01001044,66.52,6.74,62.28,114.83,14.51
E01001045,130.83,13.26,122.48,225.84,28.53
E01001046,59.82,6.06,56.0,103.25,13.04
E01001047,62.62,6.34,58.63,108.1,13.66
E01001048,111.7,11.32,104.57,192.81,24.36
E01001049,49.57,5.02,46.41,85.57,10.81
E01001050,58.03,5.88,54.33,100.17,12.65
E01001051,53.14,5.38,49.75,91.73,11.59
E01001052,45.9,4.65,42.97,79.23,10.01
E01001053,50.5,5.12,47.27,87.16,11.01
E01001054,56.87,5.76,53.24,98.17,12.4
E01001055,50.73,5.14,47.49,87.56,11.06
E01001056,60.18,6.1,56.34,103.88,13.12
E01001057,65.07,6.59,60.92,112.32,14.19
E01001058,42.47,4.3,39.75,73.3,9.26
E01001059,47.69,4.83,44.64,82.31,10.4
E01001060,52.28,5.3,48.94,90.24,11.4
E01001061,50.69,5.14,47.46,87.5,11.05
E01001062,48.55,4.92,45.45,83.8,10.59
E01001063,50.4,5.11,47.18,86.99,10.99
E01001064,53.11,5.38,49.72,91.67,11.58
E01001065,46.3,4.69,43.34,79.92,10.1
E01001066,45.18,4.58,42.29,77.98,9.85
E01001067,54.13,5.48,50.67,93.44,11.8
E01001068,63.38,6.42,59.34,109.41,13.82
E01001069,44.68,4.53,41.83,77.12,9.74
E01001070,59.58,6.04,55.78,102.85,12.99
E01001071,63.58,6.44,59.52,109.75,13.86
E01001072,49.41,5.01,46.25,85.28,10.77
E01001073,50.17,5.08,46.96,86.59,10.94
E01001074,70.42,7.14,65.93,121.56,15.36
E01001075,55.98,5.67,52.41,96.63,12.21
E01001076,59.15,5.99,55.38,102.11,12.9
E01001077,43.26,4.38,40.5,74.67,9.43
E01001078,48.38,4.9,45.29,83.51,10.55
E01001079,57.57,5.83,53.89,99.37,12.55
E01001080,58.43,5.92,54.7,100.85,12.74
E01001081,48.74,4.94,45.63,84.14,10.63
E01001082,50.69,5.14,47.46,87.5,11.05
E01001083,55.98,5.67,52.41,96.63,12.21
E01001084,63.78,6.46,59.71,110.09,13.91
E01001085,60.15,6.09,56.31,103.82,13.11
E01001086,56.97,5.77,53.34,98.34,12.42
E01001087,98.98,10.03,92.66,170.85,21.58
E01001088,58.2,5.9,54.48,100.45,12.69
E01001089,65.24,6.61,61.07,112.6,14.22
E01001090,82.65,8.37,77.37,142.67,18.02
E01001091,54.43,5.51,50.95,93.95,11.87
E01001092,61.53,6.23,57.6,106.22,13.42
E01001093,61.2,6.2,57.3,105.64,13.35
E01001094,50.93,5.16,47.67,87.9,11.1
E01001095,50.6,5.13,47.36,87.33,11.03
E01001096,46.04,4.66,43.1,79.46,10.04
E01001097,85.72,8.69,80.25,147.97,18.69
E01001098,46.33,4.69,43.37,79.98,10.1
E01001099,49.21,4.99,46.07,84.94,10.73
E01001100,47.46,4.81,44.43,81.91,10.35
E01001101,43.59,4.42,40.81,75.24,9.5
E01001102,52.81,5.35,49.44,91.16,11.52
E01001103,53.27,5.4,49.87,91.95,11.62
E01001104,53.7,5.44,50.27,92.7,11.71
E01001105,56.94,5.77,53.3,98.29,12.42
E01001106,50.46,5.11,47.24,87.11,11.0
E01001107,54.73,5.54,51.23,94.46,11.93
E01001108,58.63,5.94,54.88,101.2,12.78
E01001109,77.83,7.89,72.86,134.34,16.97
E01001110,64.97,6.58,60.82,112.15,14.17
E01001111,53.87,5.46,50.43,92.98,11.75
E01001112,66.23,6.71,62.0,114.32,14.44
E01001113,62.23,6.3,58.25,107.41,13.57
E01001114,48.94,4.96,45.82,84.48,10.67
E01001115,54.56,5.53,51.08,94.18,11.9
E01001116,44.45,4.5,41.61,76.72,9.69
E01001117,113.39,11.49,106.15,195.72,24.72
E01001118,66.72,6.76,62.46,115.17,14.55
E01001119,44.18,4.48,41.36,76.27,9.63
E01001120,42.23,4.28,39.54,72.9,9.21
E01001121,44.51,4.51,41.67,76.84,9.71
E01001122,53.74,5.44,50.3,92.75,11.72
E01001123,50.69,5.14,47.46,87.5,11.05
E01001124,48.74,4.94,45.63,84.14,10.63
E01001125,53.67,5.44,50.24,92.64,11.7
E01001126,46.6,4.72,43.62,80.43,10.16
E01001127,48.61,4.93,45.51,83.91,10.6
E01001128,54.3,5.5,50.83,93.72,11.84
E01001129,44.32,4.49,41.49,76.5,9.66
E01001130,58.76,5.95,55.01,101.42,12.81
E01001131,52.25,5.29,48.91,90.19,11.39
E01001132,50.79,5.15,47.55,87.68,11.08
E01001133,49.44,5.01,46.28,85.34,10.78
E01001134,55.65,5.64,52.1,96.06,12.13
E01001135,53.6,5.43,50.18,92.52,11.69
E01001136,73.83,7.48,69.11,127.44,16.1
