LSOA Code,tot_cases_spring_2021,tot_cases_summer_2021
E01001082,9.23,82.9
E01001083,10.2,91.54
E01001084,11.62,104.3
E01001085,10.96,98.35
E01001086,10.38,93.16
E01001087,18.03,161.85
E01001088,10.6,95.16
E01001089,11.88,106.67
E01001090,15.06,135.15
E01001091,9.91,89.0
E01001092,11.21,100.62
E01001093,11.15,100.08
E01001094,9.28,83.28
E01001095,9.22,82.74
E01001096,8.39,75.28
E01001097,15.61,140.18
E01001098,8.44,75.76
E01001099,8.96,80.47
E01001100,8.64,77.6
E01001101,7.94,71.28
E01001102,9.62,86.36
E01001103,9.7,87.11
E01001104,9.78,87.81
E01001105,10.37,93.11
E01001106,9.19,82.52
E01001107,9.97,89.49
E01001108,10.68,95.87
E01001109,14.18,127.26
E01001110,11.83,106.24
E01001111,9.81,88.09
E01001112,12.06,108.3
E01001113,11.33,101.76
E01001114,8.92,80.03
E01001115,9.94,89.22
E01001116,8.1,72.68
E01001117,20.65,185.41
E01001118,12.15,109.11
E01001119,8.05,72.25
E01001120,7.69,69.06
E01001121,8.11,72.79
E01001122,9.79,87.87
E01001123,9.23,82.9
E01001124,8.88,79.71
E01001125,9.78,87.76
E01001126,8.49,76.2
E01001127,8.85,79.49
E01001128,9.89,88.79
E01001129,8.07,72.47
E01001130,10.7,96.08
E01001131,9.52,85.44
E01001132,9.25,83.06
E01001133,9.01,80.84
E01001134,10.14,91.0
E01001135,9.76,87.65
E01001136,13.45,120.73
E01001137,12.88,115.65
E01001138,9.37,84.09
E01001139,9.89,88.79
E01001140,9.88,88.73
E01001141,7.75,69.6
E01001142,11.02,98.95
E01001143,13.29,119.27
E01001144,9.72,87.27
E01001145,12.11,108.73
E01001146,9.38,84.25
E01001147,10.7,96.03
E01001148,10.24,91.92
E01001149,9.67,86.84
E01001150,10.37,93.06
E01001151,10.87,97.54
E01001152,10.65,95.65
E01001153,9.05,81.22
E01001154,12.02,107.92
E01001155,11.32,101.59
E01001156,10.65,95.65
E01001157,10.82,97.11
E01001158,10.17,91.33
E01001159,12.18,109.32
E01001160,12.67,113.7
E01001161,10.35,92.95
E01001162,11.35,101.92
E01001163,12.05,108.13
E01001164,13.05,117.16
E01001165,10.95,98.3
E01001166,12.31,110.51
E01001167,13.27,119.16
E01001168,11.03,99.0
E01001169,10.32,92.68
E01001170,13.49,121.1
E01001171,11.02,98.95
E01001172,12.32,110.57
E01001173,17.69,158.82
E01001174,9.63,86.41
E01001175,10.81,97.0
E01001176,11.65,104.57
E01001177,9.64,86.57
E01001178,9.43,84.68
E01001179,9.84,88.3
E01001180,11.43,102.62
E01001181,13.04,117.05
E01001182,8.55,76.79
E01001183,10.97,98.46
E01001184,7.55,67.82
E01001185,9.69,86.95
E01001186,11.0,98.78
E01001187,12.61,113.21
E01001188,12.0,107.76
E01001189,7.03,63.12
E01001190,8.77,78.74
E01001191,12.12,108.84
E01001192,10.26,92.08
E01001193,9.87,88.57
E01001194,10.08,90.52
E01001195,24.1,122.86
E01001196,21.39,109.05
E01001197,23.71,120.87
E01001198,19.38,98.78
E01001199,21.34,108.8
E01001200,18.53,94.47
E01001201,19.41,98.97
E01001202,29.01,147.91
E01001203,20.9,106.55
E01001204,18.54,94.54
E01001205,19.87,101.28
E01001206,17.03,86.83
E01001207,20.59,104.94
E01001208,15.81,80.6
E01001209,19.55,99.68
E01001210,21.56,109.89
E01001211,20.48,104.43
E01001212,21.14,107.77
E01001213,25.12,128.06
E01001214,21.77,110.98
E01001215,22.89,116.7
E01001216,20.64,105.2
E01001217,17.67,90.11
E01001218,23.14,117.98
E01001219,23.82,121.45
E01001220,16.35,83.36
E01001221,35.4,180.47
E01001222,34.56,176.17
E01001223,19.01,96.92
E01001224,18.46,94.09
E01001225,20.71,105.59
E01001226,16.97,86.51
E01001227,18.9,96.34
E01001228,22.4,114.19
E01001229,18.24,93.0
E01001230,17.32,88.31
E01001231,23.82,121.45
E01001232,18.52,94.41
E01001233,17.1,87.15
E01001234,17.08,87.09
E01001235,21.19,108.03
E01001236,17.98,91.65
E01001237,18.49,94.28
E01001238,57.95,295.43
E01001239,18.36,93.58
E01001240,21.06,107.38
E01001241,21.23,108.22
E01001242,17.62,89.85
E01001243,32.28,164.54
E01001244,36.23,184.71
E01001245,25.88,131.92
E01001246,21.45,109.37
E01001247,29.78,151.83
E01001248,17.93,91.39
E01001249,28.43,144.96
E01001250,25.06,127.74
E01001251,20.32,103.59
E01001252,26.7,136.09
E01001253,23.21,118.3
E01001254,19.9,101.48
E01001255,19.58,99.81
E01001257,22.58,115.09
E01001258,20.03,102.12
E01001259,17.42,88.82
E01001260,23.27,118.62
E01001261,27.77,141.55
E01001262,19.59,99.87
E01001263,21.74,110.85
E01001264,20.26,103.27
E01001265,20.32,103.59
E01001266,21.59,110.08
E01001267,24.43,124.53
E01001268,19.99,101.92
E01001269,25.15,128.19
E01001270,20.46,104.3
E01001271,22.61,115.28
E01001272,19.41,98.97
E01001273,20.66,105.33
E01001274,22.66,115.54
E01001275,25.76,131.34
E01001276,23.82,121.45
E01001277,24.72,126.01
E01001278,26.17,133.39
E01001279,18.54,94.54
E01001280,23.05,117.53
E01001281,18.54,94.54
E01001282,18.0,91.78
E01001283,17.57,89.59
E01001284,19.02,96.98
E01001285,20.87,106.42
E01001286,19.43,99.03
E01001287,17.03,86.83
E01001288,17.99,91.71
E01001289,15.97,81.44
E01001290,22.49,114.64
E01001291,19.33,98.52
E01001292,18.99,96.79
E01001293,18.48,94.22
E01001294,23.87,121.71
E01001295,20.84,106.23
E01001296,16.76,85.42
E01001297,20.71,105.59
E01001298,21.88,111.56
E01001299,20.85,106.29
E01001300,19.58,99.81
E01001301,21.21,108.15
E01001302,19.72,100.51
E01001303,20.33,103.66
E01001304,19.89,101.41
E01001305,19.83,101.09
E01001306,20.36,103.79
E01001307,22.98,117.15
E01001308,24.67,125.75
E01001309,22.15,112.91
E01001310,22.2,113.16
E01001311,27.49,140.14
E01001312,22.49,114.64
E01001313,19.92,101.54
E01001314,19.49,99.36
E01001315,17.01,86.7
E01001316,18.88,96.27
E01001317,24.58,125.3
E01001318,21.04,107.26
E01001319,18.04,91.97
E01001320,18.97,96.72
E01001321,25.59,130.44
E01001322,23.12,117.85
E01001323,23.21,118.3
E01001324,21.18,107.96
E01001325,21.49,109.57
E01001326,21.83,111.3
E01001327,22.05,112.39
E01001328,21.97,112.01
E01001329,22.12,112.78
E01001330,21.2,108.09
E01001331,19.83,101.09
E01001332,18.53,94.47
E01001333,28.75,146.56
E01001334,19.43,99.03
E01001335,21.09,107.51
E01001336,19.33,98.52
E01001337,21.01,107.13
E01001338,21.39,109.05
E01001339,19.82,101.03
E01001340,23.78,121.26
E01001341,21.92,111.75
E01001342,23.81,121.38
E01001343,18.32,93.38
E01001344,28.71,146.37
E01001345,21.84,111.37
E01001346,23.48,119.71
E01001347,22.61,115.28
E01001348,19.87,101.28
E01001349,17.54,89.4
E01001350,18.2,92.8
E01001351,23.31,118.82
E01001352,19.97,101.8
E01001353,17.73,90.36
E01001354,25.9,132.05
E01001355,21.86,111.43
E01001356,20.46,104.3
E01001357,19.69,100.38
E01001358,19.17,97.75
E01001359,28.4,144.76
E01001360,25.52,130.12
E01001361,27.22,138.79
E01001362,27.6,140.72
E01001363,21.9,111.62
E01001364,19.82,101.03
E01001365,27.85,142.0
E01001366,24.39,124.34
E01001367,28.74,146.5
E01001368,21.11,107.64
E01001369,25.28,128.9
E01001370,25.61,130.57
E01001371,28.23,143.93
E01001372,28.62,145.92
E01001373,22.64,115.41
E01001374,23.65,120.55
E01001375,19.9,101.48
E01001376,20.46,104.3
E01001377,21.93,111.82
E01001379,20.08,102.37
E01001380,23.56,120.1
E01001381,25.08,127.87
E01001382,17.26,87.99
E01001383,20.37,103.85
E01001384,20.02,102.05
E01001385,21.0,107.06
E01001386,20.69,105.46
E01001387,18.7,95.31
E01001388,17.65,89.98
E01001389,21.29,108.54
E01001390,11.7,91.52
E01001391,11.69,91.43
E01001392,10.79,84.42
E01001393,12.16,95.13
E01001394,11.04,86.34
E01001395,9.48,74.16
E01001396,9.39,73.45
E01001397,13.34,104.37
E01001398,7.66,59.88
E01001399,7.91,61.89
E01001400,9.15,71.53
E01001401,7.65,59.84
E01001402,11.24,87.9
E01001403,9.43,73.76
E01001404,8.8,68.81
E01001405,10.82,84.65
E01001406,9.1,71.17
E01001407,9.82,76.84
E01001408,9.53,74.56
E01001409,10.39,81.3
E01001410,11.46,89.6
E01001411,10.82,84.6
E01001412,10.02,78.4
E01001413,8.63,67.51
E01001414,8.89,69.52
E01001415,11.6,90.72
E01001416,9.56,74.79
E01001417,10.34,80.85
E01001418,9.52,74.43
E01001419,12.03,94.11
E01001420,9.36,73.22
E01001421,9.76,76.35
E01001422,9.27,72.47
E01001423,11.49,89.87
E01001424,7.05,55.15
E01001425,12.47,97.54
E01001426,11.31,88.44
E01001427,9.47,74.07
E01001428,10.67,83.49
E01001429,15.0,117.35
E01001430,10.14,79.34
E01001431,10.78,84.29
E01001432,12.33,96.43
E01001433,11.34,88.71
E01001434,9.35,73.09
E01001435,8.48,66.35
E01001436,11.14,87.1
E01001437,14.63,114.41
E01001438,10.0,78.18
E01001439,13.52,105.71
E01001440,9.68,75.68
E01001441,9.77,76.44
E01001442,10.53,82.37
E01001444,10.67,83.49
E01001445,17.87,139.8
E01001446,10.57,82.68
E01001447,12.07,94.37
E01001448,11.47,89.73
E01001449,9.89,77.37
E01001450,14.41,112.71
E01001451,8.93,69.88
E01001452,7.67,60.02
E01001453,10.42,81.48
E01001454,9.87,77.2
E01001455,8.57,67.02
E01001456,7.79,60.91
E01001457,9.63,75.32
E01001458,11.02,86.21
E01001459,9.94,77.73
E01001460,11.84,92.63
E01001461,10.62,83.04
E01001462,8.77,68.58
E01001463,9.49,74.25
E01001464,7.78,60.86
E01001465,9.23,72.15
E01001466,10.87,85.05
E01001467,10.83,84.74
E01001468,7.54,58.99
E01001469,9.6,75.05
E01001470,9.23,72.2
E01001471,10.71,83.8
E01001472,10.07,78.76
E01001473,8.53,66.71
E01001474,10.87,85.0
E01001475,9.66,75.59
E01001476,10.54,82.42
E01001477,11.21,87.68
E01001478,8.92,69.79
E01001479,10.95,85.67
E01001480,9.35,73.13
E01001481,10.11,79.07
E01001482,11.26,88.08
E01001483,7.67,60.02
E01001484,7.87,61.58
E01001485,11.64,91.03
E01001486,12.94,101.2
E01001487,12.03,94.06
E01001488,11.82,92.41
E01001489,12.02,94.02
E01001491,12.18,95.27
E01001492,12.32,96.38
E01001493,10.66,83.4
E01001494,8.51,66.53
E01001495,10.71,83.75
E01001496,9.7,75.86
E01001497,8.56,66.93
E01001498,11.57,90.49
E01001499,9.11,71.22
E01001500,9.11,71.22
E01001501,12.77,99.86
E01001502,10.9,85.27
E01001503,11.22,87.73
E01001504,8.83,69.07
E01001505,9.58,74.92
E01001506,8.98,70.23
E01001507,12.08,94.51
E01001508,13.28,103.83
E01001509,10.75,84.11
E01001510,3.34,26.1
E01001511,10.26,80.27
E01001512,12.93,101.16
E01001513,11.08,86.66
E01001514,10.81,84.51
E01001515,11.3,88.35
E01001516,10.9,85.27
E01001517,11.49,89.87
E01001518,10.54,82.42
E01001519,18.27,142.92
E01001520,10.14,79.29
E01001521,11.57,90.49
E01001522,11.7,91.47
E01001523,10.28,80.36
E01001524,9.34,73.05
E01001525,11.57,90.49
E01001526,9.38,73.36
E01001527,9.77,76.39
E01001528,8.53,66.71
E01001529,9.94,77.78
E01001530,10.27,80.32
E01001531,8.71,68.14
E01001532,9.68,75.72
E01001533,8.04,62.87
E01001534,9.93,77.64
E01001535,7.98,62.38
E01001536,11.01,86.12
E01001537,9.84,76.97
E01001538,9.04,70.73
E01001539,9.09,71.08
E01001540,10.48,81.97
E01001541,8.84,69.12
E01001542,9.33,72.96
E01001543,9.19,71.89
E01001544,9.3,72.73
E01001545,11.08,86.66
E01001546,10.91,85.32
E01001547,12.52,97.94
E01001548,11.6,90.72
E01001549,12.15,95.04
E01001550,10.04,78.53
E01001551,9.89,77.37
E01001552,11.25,87.95
E01001553,10.0,78.22
E01001554,10.88,85.09
E01001555,13.85,108.34
E01001556,9.47,74.03
E01001557,10.67,83.44
E01001558,10.51,82.24
E01001559,13.39,104.73
E01001560,9.67,75.63
E01001562,13.05,102.05
E01001563,9.67,75.63
E01001564,9.54,74.61
E01001565,10.34,80.85
E01001566,9.16,71.62
E01001567,8.96,70.06
E01001568,8.35,65.33
E01001569,11.35,88.75
E01001570,11.06,86.48
E01001571,15.44,120.11
E01001572,16.67,129.64
E01001573,13.21,102.74
E01001574,17.88,139.03
E01001575,14.13,109.85
E01001576,15.86,123.33
E01001577,17.98,139.83
E01001578,20.51,159.48
E01001579,14.12,109.79
E01001580,14.88,115.69
E01001581,13.65,106.16
E01001582,13.17,102.41
E01001583,13.96,108.58
E01001584,13.34,103.75
E01001585,12.54,97.51
E01001586,11.92,92.68
E01001587,19.7,153.18
E01001588,14.47,112.54
E01001589,16.12,125.35
E01001590,15.75,122.46
E01001591,18.04,140.3
E01001592,15.78,122.73
E01001593,14.96,116.36
E01001594,17.15,133.39
E01001595,19.16,149.02
E01001596,14.04,109.18
E01001597,13.54,105.29
E01001598,13.51,105.09
E01001599,15.35,119.38
E01001600,13.51,105.09
E01001601,13.01,101.2
E01001602,17.58,136.75
E01001603,15.58,121.19
E01001604,13.19,102.54
E01001605,13.93,108.31
E01001606,14.67,114.08
E01001607,13.56,105.49
E01001608,12.52,97.38
E01001609,14.67,114.08
E01001610,15.2,118.24
E01001611,14.64,113.88
E01001613,15.36,119.44
E01001614,12.19,94.83
E01001615,16.06,124.88
E01001617,14.66,114.01
E01001618,16.05,124.81
E01001619,16.13,125.48
E01001620,13.55,105.36
E01001621,14.25,110.86
E01001623,15.69,121.99
E01001624,13.41,104.29
E01001625,14.3,111.19
E01001629,21.07,163.84
E01001631,19.39,150.76
E01001632,21.37,166.19
E01001633,14.22,110.59
E01001634,14.74,114.61
E01001635,13.73,106.77
E01001636,15.73,122.33
E01001637,16.48,128.16
E01001638,17.89,139.09
E01001640,32.59,253.44
E01001641,16.8,130.64
E01001642,15.52,120.72
E01001644,22.02,171.22
E01001645,15.06,117.1
E01001646,26.45,205.69
E01001647,12.66,98.45
E01001648,15.38,119.58
E01001649,13.35,103.82
E01001650,15.57,121.05
E01001651,16.32,126.89
E01001652,14.08,109.52
E01001653,13.81,107.44
E01001654,14.68,114.15
E01001655,14.44,112.33
E01001656,12.34,95.97
E01001657,15.69,122.06
E01001658,15.07,117.16
E01001659,12.5,97.24
E01001660,13.97,108.65
E01001661,14.16,110.12
E01001662,29.16,226.82
E01001664,17.52,136.28
E01001665,17.93,139.43
E01001666,12.89,100.26
E01001667,27.97,217.56
E01001668,32.52,252.9
E01001669,19.73,153.45
E01001671,14.41,112.07
E01001672,17.01,132.32
E01001673,17.95,139.63
E01001674,18.64,144.93
E01001675,17.28,134.4
E01001676,16.38,127.36
E01001677,19.28,149.96
E01001678,15.78,122.73
E01001679,12.26,95.37
E01001680,13.59,105.7
E01001681,10.65,82.83
E01001682,12.32,95.84
E01001683,13.88,107.91
E01001684,12.36,96.1
E01001685,13.6,105.76
E01001686,16.22,126.15
E01001687,15.72,122.26
E01001688,24.5,190.53
E01001690,18.36,142.78
E01001692,13.25,103.08
E01001693,15.65,121.72
E01001694,16.78,130.51
E01001695,13.25,103.01
E01001696,15.85,123.27
E01001697,21.08,163.98
E01001698,16.38,127.36
E01001699,15.0,116.63
E01001700,17.68,137.48
E01001701,16.57,128.9
E01001702,13.63,105.96
E01001703,16.86,131.11
E01001704,14.63,113.74
E01001705,19.34,150.43
E01001706,10.87,84.5
E01001708,14.94,116.16
E01001709,8.24,64.11
E01001710,15.69,121.99
E01001711,11.99,93.22
E01001712,19.0,147.75
E01001713,7.55,58.75
E01001714,10.64,139.61
E01001715,8.81,115.68
E01001716,10.84,142.3
E01001717,7.41,97.3
E01001718,11.6,152.21
E01001719,10.11,132.64
E01001720,11.39,149.44
E01001722,14.6,191.59
E01001723,12.56,164.81
E01001724,15.38,201.81
E01001725,11.16,146.42
E01001726,8.36,109.74
E01001727,11.66,153.08
E01001728,13.29,174.47
E01001729,13.29,174.39
E01001730,14.11,185.25
E01001731,19.18,251.73
E01001732,12.74,167.18
E01001733,11.19,146.82
E01001734,11.82,155.14
E01001735,9.5,124.64
E01001736,9.76,128.12
E01001737,10.6,139.14
E01001738,12.0,157.52
E01001739,12.32,161.64
E01001740,8.76,114.97
E01001741,9.42,123.68
E01001742,11.74,154.11
E01001744,12.8,167.98
E01001745,13.65,179.15
E01001746,9.93,130.26
E01001747,15.43,202.52
E01001748,18.64,244.6
E01001749,9.04,118.61
E01001750,14.14,185.57
E01001751,10.62,139.37
E01001752,18.51,242.93
E01001753,10.28,134.86
E01001754,22.62,296.81
E01001755,10.66,139.85
E01001756,13.94,182.95
E01001757,10.81,141.83
E01001758,15.56,204.19
E01001759,11.67,153.16
E01001760,11.95,156.88
E01001761,11.17,146.58
E01001762,12.55,164.73
E01001763,14.77,193.89
E01001764,12.12,159.1
E01001765,11.32,148.56
E01001767,10.56,138.58
E01001768,11.66,153.08
E01001769,9.62,126.22
E01001770,11.51,151.02
E01001772,8.9,116.87
E01001773,16.49,216.39
E01001774,13.6,178.44
E01001775,11.64,152.76
E01001776,10.47,137.47
E01001777,14.42,189.29
E01001779,20.58,270.11
E01001780,11.47,150.54
E01001781,10.31,135.25
E01001782,18.54,243.33
E01001783,11.57,151.89
E01001784,15.12,198.48
E01001785,9.49,124.56
E01001786,12.79,167.82
E01001787,9.51,124.87
E01001788,9.27,121.7
E01001789,10.49,137.63
E01001790,7.35,96.51
E01001791,8.95,117.42
E01001792,12.33,161.88
E01001793,10.81,141.83
E01001794,12.15,159.5
E01001795,8.75,114.89
E01001796,11.3,148.33
E01001798,11.22,147.22
E01001799,10.74,140.96
E01001800,11.93,156.57
E01001801,9.69,127.17
E01001802,8.17,107.2
E01001803,12.03,157.91
E01001804,10.0,131.29
E01001805,7.67,100.71
E01001806,9.31,122.18
E01001807,12.36,162.27
E01001808,13.25,173.84
E01001809,13.75,180.5
E01001811,9.51,124.87
E01001812,12.33,161.8
E01001813,10.08,132.32
E01001814,9.85,129.23
E01001815,11.71,153.63
E01001816,9.99,131.13
E01001819,10.5,137.87
E01001820,9.0,118.14
E01001821,8.79,115.36
E01001822,10.83,142.15
E01001823,12.28,161.16
E01001824,12.1,158.79
E01001825,9.27,121.62
E01001826,11.21,147.06
E01001827,13.48,176.85
E01001828,13.68,179.54
E01001829,10.94,143.57
E01001830,12.45,163.46
E01001831,10.02,131.53
E01001832,10.44,137.0
E01001833,15.35,201.41
E01001834,12.17,159.74
E01001835,7.5,98.41
E01001836,13.17,172.81
E01001837,9.56,125.43
E01001838,10.47,137.39
E01001839,17.48,229.46
E01001840,10.4,136.44
E01001841,9.61,126.14
E01001842,9.34,122.58
E01001843,8.03,105.38
E01001844,13.33,174.95
E01001845,9.44,123.84
E01001846,8.04,105.54
E01001847,9.14,119.96
E01001848,10.88,142.78
E01001849,17.01,223.28
E01001850,10.5,137.79
E01001851,22.98,239.53
E01001852,24.91,259.64
E01001853,21.14,220.33
E01001854,25.51,265.89
E01001855,23.1,240.75
E01001856,22.97,239.38
E01001857,20.74,216.22
E01001858,27.53,286.92
E01001859,39.17,408.21
E01001860,26.68,278.08
E01001861,20.83,217.13
E01001862,27.21,283.56
E01001863,22.1,230.39
E01001864,21.59,225.05
E01001865,26.04,271.37
E01001866,22.37,233.13
E01001867,18.9,197.02
E01001868,17.21,179.34
E01001869,25.77,268.63
E01001870,25.2,262.69
E01001871,23.64,246.39
E01001872,21.11,220.03
E01001873,20.79,216.67
E01001874,39.62,412.93
E01001875,25.15,262.08
E01001876,33.14,345.43
E01001877,19.15,199.61
E01001878,23.05,240.29
E01001879,20.98,218.65
E01001880,22.19,231.3
E01001881,27.19,283.41
E01001882,25.16,262.23
E01001883,24.79,258.42
E01001884,27.15,282.96
E01001885,17.53,182.69
E01001886,20.41,212.71
E01001887,20.96,218.5
E01001888,23.1,240.75
E01001889,19.62,204.48
E01001890,26.72,278.54
E01001891,35.04,365.24
E01001892,18.98,197.78
E01001893,18.76,195.49
E01001894,18.93,197.32
E01001895,20.76,216.37
E01001896,23.33,243.19
E01001897,19.78,206.16
E01001898,25.16,262.23
E01001899,21.33,222.31
E01001900,24.06,250.8
E01001901,24.82,258.73
E01001902,23.62,246.23
E01001903,20.73,216.06
E01001904,22.91,238.77
E01001905,24.58,256.14
E01001906,20.42,212.86
E01001907,17.91,186.66
E01001908,22.81,237.7
E01001909,26.91,280.52
E01001910,19.97,208.14
E01001911,25.28,263.45
E01001912,22.73,236.94
E01001913,20.0,208.45
E01001914,24.58,256.14
E01001915,24.15,251.72
E01001916,21.49,223.99
E01001917,20.7,215.76
E01001918,21.75,226.73
E01001919,22.48,234.35
E01001920,20.54,214.08
E01001921,22.37,233.13
E01001922,25.06,261.17
E01001923,23.1,240.75
E01001924,26.61,277.32
E01001925,25.66,267.41
E01001926,22.28,232.22
E01001927,21.04,219.26
E01001928,24.15,251.72
E01001929,18.6,193.82
E01001930,26.94,280.82
E01001931,18.8,195.95
E01001932,23.41,243.95
E01001933,19.33,201.44
E01001934,27.03,281.74
E01001935,29.66,309.16
E01001937,27.86,290.42
E01001938,22.98,239.53
E01001939,43.99,458.49
E01001940,21.55,224.6
E01001941,24.81,258.58
E01001942,26.21,273.2
E01001943,31.71,330.5
E01001944,25.17,262.38
E01001945,23.58,245.78
E01001946,24.37,254.0
E01001947,21.7,226.12
E01001948,28.26,294.54
E01001949,23.03,239.99
E01001950,22.31,232.52
E01001951,22.38,233.28
E01001952,23.79,247.91
E01001953,18.45,192.29
E01001954,21.34,222.46
E01001955,28.8,300.17
E01001956,22.98,239.53
E01001957,22.91,238.77
E01001958,22.63,235.87
E01001959,27.37,285.24
E01001960,27.59,287.53
E01001961,20.98,218.65
E01001962,13.0,135.84
E01001963,12.68,132.48
E01001964,11.27,117.74
E01001965,12.01,125.53
E01001966,10.35,108.12
E01001967,11.08,115.76
E01001968,12.39,129.42
E01001969,15.37,160.65
E01001970,15.12,157.98
E01001971,14.39,150.34
E01001972,12.23,127.82
E01001973,18.62,194.55
E01001974,16.91,176.69
E01001975,14.86,155.31
E01001976,12.21,127.59
E01001977,11.37,118.81
E01001978,14.42,150.73
E01001979,17.71,185.01
E01001980,13.84,144.62
E01001981,12.93,135.15
E01001982,13.47,140.72
E01001983,11.39,119.04
E01001984,12.44,129.96
E01001985,12.26,128.13
E01001986,10.82,113.01
E01001987,12.87,134.46
E01001988,11.95,124.84
E01001989,12.0,125.38
E01001990,14.41,150.57
E01001991,13.15,137.44
E01001992,12.41,129.65
E01001993,11.42,119.34
E01001994,12.03,125.68
E01001995,18.01,188.22
E01001996,12.46,130.19
E01001997,11.47,119.88
E01001998,16.1,168.21
E01001999,16.43,171.72
E01002000,12.81,133.85
E01002001,11.87,124.08
E01002002,13.53,141.41
E01002003,19.09,199.44
E01002004,14.65,153.09
E01002005,10.81,112.93
E01002006,10.89,113.77
E01002007,11.03,115.3
E01002008,10.07,105.22
E01002009,11.05,115.45
E01002010,11.17,116.67
E01002011,11.37,118.81
E01002013,9.73,101.71
E01002014,11.94,124.77
E01002015,9.89,103.39
E01002016,12.49,130.49
E01002017,13.01,135.91
E01002018,10.19,106.52
E01002019,9.74,101.78
E01002020,11.25,117.59
E01002021,9.47,98.96
E01002022,15.6,163.02
E01002023,9.51,99.34
E01002024,8.94,93.46
E01002025,10.82,113.08
E01002026,13.11,136.98
E01002027,11.52,120.41
E01002028,13.1,136.83
E01002029,14.65,153.09
E01002030,12.95,135.3
E01002031,16.0,167.14
E01002032,13.69,143.09
E01002033,13.9,145.23
E01002034,18.68,195.17
E01002036,13.06,136.45
E01002037,15.4,160.96
E01002038,14.14,147.75
E01002039,11.96,124.99
E01002040,16.84,176.0
E01002041,14.46,151.11
E01002042,12.02,125.61
E01002043,16.03,167.45
E01002044,13.63,142.4
E01002045,17.49,182.8
E01002046,13.87,144.92
E01002047,12.82,133.93
E01002048,15.95,166.68
E01002049,14.2,148.36
E01002050,14.78,154.39
E01002051,13.72,143.32
E01002052,16.5,172.41
E01002053,13.72,143.4
E01002054,13.32,139.2
E01002055,13.16,137.52
E01002056,19.58,204.63
E01002057,13.72,143.4
E01002058,11.93,124.69
E01002059,11.05,115.45
E01002060,11.74,122.63
E01002061,11.58,120.95
E01002062,13.35,139.5
E01002063,10.6,110.72
E01002064,9.77,102.09
E01002065,11.83,123.62
E01002066,15.08,157.52
E01002067,12.34,128.89
E01002068,17.14,179.13
E01002069,15.86,165.77
E01002070,18.9,197.46
E01002071,11.83,123.62
E01002072,15.87,165.84
E01002073,13.18,137.75
E01002074,16.65,174.01
E01002075,16.34,170.73
E01002076,14.59,152.41
E01002077,16.7,174.55
E01002078,18.5,193.33
E01002079,13.46,140.65
E01002080,28.48,297.56
